Date,Open,High,Low,Close,Adj Close,Volume
8/8/2022,119.120003,120.860001,117.830002,118.139999,118.139999,17061100
8/9/2022,117.989998,118.199997,116.559998,117.5,117.5,15424300
8/10/2022,119.589996,121.779999,119.360001,120.650002,120.650002,20497000
8/11/2022,122.080002,122.339996,119.550003,119.82,119.82,16671600
8/12/2022,121.160004,122.650002,120.400002,122.650002,122.650002,16121100
8/15/2022,122.209999,123.260002,121.57,122.879997,122.879997,15525000
8/16/2022,122.32,123.227997,121.535004,122.510002,122.510002,15626200
8/17/2022,120.93,122.150002,120.199997,120.32,120.32,17589200
8/18/2022,120.230003,121.690002,119.550003,120.860001,120.860001,15652000
8/19/2022,119.870003,120,117.669998,118.120003,118.120003,20187000
8/22/2022,116.099998,116.5,114.669998,115.07,115.07,19316000
8/23/2022,114.32,115.93,114.300003,114.769997,114.769997,14390700
8/24/2022,114.449997,115.717003,113.779999,114.699997,114.699997,16051200
8/25/2022,115.150002,117.779999,115.050003,117.699997,117.699997,14874700
8/26/2022,115.809998,116.599998,111.220001,111.300003,111.300003,31698700
8/29/2022,110.779999,111.959999,109.809998,110.339996,110.339996,20386100
8/30/2022,111.029999,111.370003,108.800003,109.910004,109.910004,20548200
8/31/2022,111.629997,111.769997,109.050003,109.150002,109.150002,25898000
9/1/2022,109.199997,111.220001,108.190002,110.550003,110.550003,22784400
9/2/2022,111.339996,111.675003,108.129997,108.68,108.68,20618100
9/6/2022,108.135002,108.879997,106.510002,107.480003,107.480003,20565100
9/7/2022,107.760002,110.989998,107.614998,110.480003,110.480003,22987200
9/8/2022,109.18,110.580002,108.059998,109.419998,109.419998,21660700
9/9/2022,110.050003,112,110,111.779999,111.779999,21732900
9/12/2022,111.989998,112.639999,110.93,111.870003,111.870003,19732900
9/13/2022,108.889999,109.370003,105,105.309998,105.309998,33015000
9/14/2022,105.440002,106.099998,104.5,105.870003,105.870003,22115800
9/15/2022,105.010002,106.209999,103.309998,103.900002,103.900002,26494900
9/16/2022,102.970001,104.029999,101.855003,103.629997,103.629997,64540100
9/19/2022,102.540001,104.019997,102.370003,103.849998,103.849998,19738600
9/20/2022,102.879997,103.169998,101.120003,101.830002,101.830002,24001700
9/21/2022,102.239998,103.489998,99.989998,100.010002,100.010002,26596800
9/22/2022,99.449997,101.68,99.410004,100.57,100.57,21272700
9/23/2022,100.059998,100.110001,98.010002,99.169998,99.169998,25657000
9/26/2022,98.610001,100.440002,98.379997,98.809998,98.809998,22437900
9/27/2022,99.910004,100.459999,97.339996,98.089996,98.089996,24225000
9/28/2022,98.019997,101.400002,97.800003,100.739998,100.739998,24617000
9/29/2022,99.300003,99.300003,96.519997,98.089996,98.089996,21921500
9/30/2022,97.730003,99.494003,96.029999,96.150002,96.150002,26277800
10/3/2022,97.220001,99.970001,97.019997,99.300003,99.300003,24840000
10/4/2022,101.040001,102.720001,101.040001,102.410004,102.410004,22580900
10/5/2022,100.690002,102.739998,99.739998,102.220001,102.220001,18475500
10/6/2022,101.5,103.730003,101.5,102.239998,102.239998,17156200
10/7/2022,100.650002,101.419998,99.209999,99.57,99.57,24249900
10/10/2022,99.849998,99.989998,97.870003,98.709999,98.709999,16529900
10/11/2022,98.25,100.120003,97.25,98.050003,98.050003,21617700
10/12/2022,98.269997,99.648003,97.669998,98.300003,98.300003,17343400
10/13/2022,95.93,100.529999,95.269997,99.709999,99.709999,32812200
10/14/2022,100.625,101.290001,97.029999,97.18,97.18,22624800
10/17/2022,99.519997,101.769997,99.510002,100.779999,100.779999,23311600
10/18/2022,103.940002,104.220001,100.650002,101.389999,101.389999,21610500
10/19/2022,100.699997,101.658997,99.635002,100.290001,100.290001,21573700
10/20/2022,100.82,103,99.970001,100.529999,100.529999,25125100
10/21/2022,98.459999,101.620003,98.230003,101.480003,101.480003,28988700
10/24/2022,102.089996,103.099998,100.300003,102.970001,102.970001,24680800
10/25/2022,103.300003,105.099998,103.019997,104.93,104.93,29910200
10/26/2022,96.760002,98.540001,94.57,94.82,94.82,71504300
10/27/2022,94.309998,95.169998,91.900002,92.599998,92.599998,54036500
10/28/2022,92.529999,96.860001,92.322998,96.580002,96.580002,35696900
10/31/2022,95.779999,96.349998,94.379997,94.660004,94.660004,29868700
11/1/2022,95.589996,96.165001,90.43,90.5,90.5,43220600
11/2/2022,90.910004,91.300003,87.010002,87.07,87.07,43553600
11/3/2022,86.345001,86.550003,83.449997,83.489998,83.489998,48510400
11/4/2022,85.510002,86.730003,83.879997,86.699997,86.699997,40173300
11/7/2022,87.339996,88.940002,86.959999,88.650002,88.650002,26899900
11/8/2022,89.160004,90.404999,87.650002,88.910004,88.910004,30172000
11/9/2022,88.544998,89.489998,87.360001,87.400002,87.400002,26743900
11/10/2022,92.339996,94.550003,91.650002,94.169998,94.169998,42371200
